season,round,driver_id,constructor_id,position,q1,q2,q3
1994,1,senna,williams,1,1:15.962,,
1994,1,michael_schumacher,benetton,2,1:16.290,,
1994,1,alesi,ferrari,3,1:17.385,,
1994,1,damon_hill,williams,4,1:17.554,,
1994,1,frentzen,sauber,5,1:17.806,,
1994,1,morbidelli,footwork,6,1:17.866,,
1994,1,wendlinger,sauber,7,1:17.927,,
1994,1,hakkinen,mclaren,8,1:18.122,,
1994,1,verstappen,benetton,9,1:18.183,,
1994,1,katayama,tyrrell,10,1:18.194,,
1994,1,fittipaldi,footwork,11,1:18.204,,
1994,1,blundell,tyrrell,12,1:18.246,,
1994,1,comas,larrousse,13,1:18.321,,
1994,1,barrichello,jordan,14,1:18.414,,
1994,1,martini,minardi,15,1:18.659,,
1994,1,irvine,jordan,16,1:18.751,,
1994,1,berger,ferrari,17,1:18.855,,
1994,1,brundle,mclaren,18,1:18.864,,
1994,1,panis,ligier,19,1:19.304,,
1994,1,bernard,ligier,20,1:19.398,,
1994,1,herbert,team_lotus,21,1:19.483,,
1994,1,alboreto,minardi,22,1:19.517,,
1994,1,beretta,larrousse,23,1:19.524,,
1994,1,lamy,team_lotus,24,1:19.975,,
1994,1,gachot,pacific,25,1:20.729,,
1994,1,brabham,simtek,26,1:21.186,,
1994,2,senna,williams,1,1:10.218,,
1994,2,michael_schumacher,benetton,2,1:10.440,,
1994,2,damon_hill,williams,3,1:10.771,,
1994,2,hakkinen,mclaren,4,1:11.683,,
1994,2,berger,ferrari,5,1:11.744,,
1994,2,brundle,mclaren,6,1:12.351,,
1994,2,larini,ferrari,7,1:12.372,,
1994,2,barrichello,jordan,8,1:12.409,,
1994,2,fittipaldi,footwork,9,1:12.444,,
1994,2,verstappen,benetton,10,1:12.554,,
1994,2,frentzen,sauber,11,1:12.686,,
1994,2,blundell,tyrrell,12,1:12.751,,
1994,2,morbidelli,footwork,13,1:12.866,,
1994,2,katayama,tyrrell,14,1:13.013,,
1994,2,alboreto,minardi,15,1:13.016,,
1994,2,comas,larrousse,16,1:13.111,,
1994,2,martini,minardi,17,1:13.529,,
1994,2,bernard,ligier,18,1:13.613,,
1994,2,wendlinger,sauber,19,1:13.855,,
1994,2,suzuki,jordan,20,1:13.932,,
1994,2,beretta,larrousse,21,1:14.101,,
1994,2,panis,ligier,22,1:14.106,,
1994,2,herbert,team_lotus,23,1:14.424,,
1994,2,lamy,team_lotus,24,1:14.657,,
1994,2,brabham,simtek,25,1:14.748,,
1994,2,ratzenberger,simtek,26,1:16.536,,
1994,3,senna,williams,1,1:21.548,,
1994,3,michael_schumacher,benetton,2,1:21.885,,
1994,3,berger,ferrari,3,1:22.113,,
1994,3,damon_hill,williams,4,1:22.168,,
1994,3,lehto,benetton,5,1:22.717,,
1994,3,larini,ferrari,6,1:22.841,,
1994,3,frentzen,sauber,7,1:23.119,,
1994,3,hakkinen,mclaren,8,1:23.140,,
1994,3,katayama,tyrrell,9,1:23.322,,
1994,3,wendlinger,sauber,10,1:23.347,,
1994,3,morbidelli,footwork,11,1:23.663,,
1994,3,blundell,tyrrell,12,1:23.703,,
1994,3,brundle,mclaren,13,1:23.858,,
1994,3,martini,minardi,14,1:24.078,,
1994,3,alboreto,minardi,15,1:24.276,,
1994,3,fittipaldi,footwork,16,1:24.472,,
1994,3,bernard,ligier,17,1:24.678,,
1994,3,comas,larrousse,18,1:24.852,,
1994,3,panis,ligier,19,1:24.996,,
1994,3,herbert,team_lotus,20,1:25.114,,
1994,3,cesaris,jordan,21,1:25.234,,
1994,3,lamy,team_lotus,22,1:25.295,,
1994,3,beretta,larrousse,23,1:25.991,,
1994,3,brabham,simtek,24,1:26.817,,
1994,3,gachot,pacific,25,1:27.143,,
1994,3,ratzenberger,simtek,26,1:27.584,,
1994,3,belmondo,pacific,27,1:27.881,,
1994,3,barrichello,jordan,28,,,
1994,5,michael_schumacher,benetton,1,1:21.908,,
1994,5,damon_hill,williams,2,1:22.559,,
1994,5,hakkinen,mclaren,3,1:22.660,,
1994,5,lehto,benetton,4,1:22.983,,
1994,5,barrichello,jordan,5,1:23.594,,
1994,5,alesi,ferrari,6,1:23.700,,
1994,5,berger,ferrari,7,1:23.715,,
1994,5,brundle,mclaren,8,1:23.763,,
1994,5,coulthard,williams,9,1:23.782,,
1994,5,katayama,tyrrell,10,1:23.969,,
1994,5,blundell,tyrrell,11,1:23.981,,
1994,5,frentzen,sauber,12,1:24.254,,
1994,5,irvine,jordan,13,1:24.930,,
1994,5,alboreto,minardi,14,1:24.996,,
1994,5,morbidelli,footwork,15,1:25.018,,
1994,5,comas,larrousse,16,1:25.050,,
1994,5,beretta,larrousse,17,1:25.161,,
1994,5,martini,minardi,18,1:25.247,,
1994,5,panis,ligier,19,1:25.577,,
1994,5,bernard,ligier,20,1:25.766,,
1994,5,fittipaldi,footwork,21,1:26.084,,
1994,5,herbert,team_lotus,22,1:26.397,,
1994,5,zanardi,team_lotus,23,1:27.685,,
1994,5,brabham,simtek,24,1:28.151,,
1994,5,gachot,pacific,25,1:28.873,,
1994,5,belmondo,pacific,26,1:30.657,,
1994,6,michael_schumacher,benetton,1,1:26.178,,
1994,6,alesi,ferrari,2,1:26.277,,
1994,6,berger,ferrari,3,1:27.059,,
1994,6,damon_hill,williams,4,1:27.094,,
1994,6,coulthard,williams,5,1:27.211,,
1994,6,barrichello,jordan,6,1:27.554,,
1994,6,hakkinen,mclaren,7,1:27.616,,
1994,6,irvine,jordan,8,1:27.780,,
1994,6,katayama,tyrrell,9,1:27.827,,
1994,6,frentzen,sauber,10,1:27.977,,
1994,6,morbidelli,footwork,11,1:27.989,,
1994,6,brundle,mclaren,12,1:28.197,,
1994,6,blundell,tyrrell,13,1:28.579,,
1994,6,cesaris,sauber,14,1:28.694,,
1994,6,martini,minardi,15,1:28.847,,
1994,6,fittipaldi,footwork,16,1:28.882,,
1994,6,herbert,team_lotus,17,1:28.889,,
1994,6,alboreto,minardi,18,1:28.903,,
1994,6,panis,ligier,19,1:28.950,,
1994,6,lehto,benetton,20,1:28.993,,
1994,6,comas,larrousse,21,1:29.039,,
1994,6,beretta,larrousse,22,1:29.403,,
1994,6,zanardi,team_lotus,23,1:30.160,,
1994,6,bernard,ligier,24,1:30.493,,
1994,6,brabham,simtek,25,1:31.632,,
1994,6,gachot,pacific,26,1:32.838,,
1994,7,damon_hill,williams,1,1:16.282,,
1994,7,mansell,williams,2,1:16.359,,
1994,7,michael_schumacher,benetton,3,1:16.707,,
1994,7,alesi,ferrari,4,1:16.954,,
1994,7,berger,ferrari,5,1:16.959,,
1994,7,irvine,jordan,6,1:17.441,,
1994,7,barrichello,jordan,7,1:17.482,,
1994,7,verstappen,benetton,8,1:17.645,,
1994,7,hakkinen,mclaren,9,1:17.768,,
1994,7,frentzen,sauber,10,1:17.830,,
1994,7,cesaris,sauber,11,1:17.866,,
1994,7,brundle,mclaren,12,1:18.031,,
1994,7,panis,ligier,13,1:18.044,,
1994,7,katayama,tyrrell,14,1:18.192,,
1994,7,bernard,ligier,15,1:18.236,,
1994,7,martini,minardi,16,1:18.248,,
1994,7,blundell,tyrrell,17,1:18.381,,
1994,7,fittipaldi,footwork,18,1:18.568,,
1994,7,herbert,team_lotus,19,1:18.715,,
1994,7,comas,larrousse,20,1:18.811,,
1994,7,alboreto,minardi,21,1:18.890,,
1994,7,morbidelli,footwork,22,1:18.936,,
1994,7,zanardi,team_lotus,23,1:19.066,,
1994,7,brabham,simtek,24,1:19.771,,
1994,7,beretta,larrousse,25,1:19.863,,
1994,7,gounon,simtek,26,1:21.829,,
1994,8,damon_hill,williams,1,1:24.960,,
1994,8,michael_schumacher,benetton,2,1:24.963,,
1994,8,berger,ferrari,3,1:24.980,,
1994,8,alesi,ferrari,4,1:25.541,,
1994,8,hakkinen,mclaren,5,1:26.268,,
1994,8,barrichello,jordan,6,1:26.271,,
1994,8,coulthard,williams,7,1:26.337,,
1994,8,katayama,tyrrell,8,1:26.414,,
1994,8,brundle,mclaren,9,1:26.768,,
1994,8,verstappen,benetton,10,1:26.841,,
1994,8,blundell,tyrrell,11,1:26.920,,
1994,8,irvine,jordan,12,1:27.065,,
1994,8,frentzen,sauber,13,1:27.284,,
1994,8,martini,minardi,14,1:27.522,,
1994,8,panis,ligier,15,1:27.785,,
1994,8,morbidelli,footwork,16,1:27.886,,
1994,8,alboreto,minardi,17,1:28.100,,
1994,8,cesaris,sauber,18,1:28.212,,
1994,8,zanardi,team_lotus,19,1:28.225,,
1994,8,fittipaldi,footwork,20,1:28.231,,
1994,8,herbert,team_lotus,21,1:28.340,,
1994,8,comas,larrousse,22,1:28.519,,
1994,8,bernard,ligier,23,1:28.955,,
1994,8,beretta,larrousse,24,1:29.299,,
1994,8,brabham,simtek,25,1:30.690,,
1994,8,gounon,simtek,26,1:30.722,,
1994,9,berger,ferrari,1,1:43.582,,
1994,9,alesi,ferrari,2,1:44.012,,
1994,9,damon_hill,williams,3,1:44.026,,
1994,9,michael_schumacher,benetton,4,1:44.268,,
1994,9,katayama,tyrrell,5,1:44.718,,
1994,9,coulthard,williams,6,1:45.146,,
1994,9,blundell,tyrrell,7,1:45.474,,
1994,9,hakkinen,mclaren,8,1:45.487,,
1994,9,frentzen,sauber,9,1:45.893,,
1994,9,irvine,jordan,10,1:45.911,,
1994,9,barrichello,jordan,11,1:45.939,,
1994,9,panis,ligier,12,1:46.185,,
1994,9,brundle,mclaren,13,1:46.218,,
1994,9,bernard,ligier,14,1:46.290,,
1994,9,herbert,team_lotus,15,1:46.630,,
1994,9,morbidelli,footwork,16,1:46.817,,
1994,9,fittipaldi,footwork,17,1:47.102,,
1994,9,cesaris,sauber,18,1:47.235,,
1994,9,verstappen,benetton,19,1:47.316,,
1994,9,martini,minardi,20,1:47.402,,
1994,9,zanardi,team_lotus,21,1:47.425,,
1994,9,comas,larrousse,22,1:48.229,,
1994,9,alboreto,minardi,23,1:48.295,,
1994,9,beretta,larrousse,24,1:48.681,,
1994,9,brabham,simtek,25,1:48.870,,
1994,9,gounon,simtek,26,1:49.204,,
1994,10,michael_schumacher,benetton,1,1:18.258,,
1994,10,damon_hill,williams,2,1:18.824,,
1994,10,coulthard,williams,3,1:20.205,,
1994,10,berger,ferrari,4,1:20.219,,
1994,10,katayama,tyrrell,5,1:20.232,,
1994,10,brundle,mclaren,6,1:20.629,,
1994,10,irvine,jordan,7,1:20.698,,
1994,10,frentzen,sauber,8,1:20.858,,
1994,10,panis,ligier,9,1:20.929,,
1994,10,barrichello,jordan,10,1:20.952,,
1994,10,blundell,tyrrell,11,1:20.984,,
1994,10,verstappen,benetton,12,1:21.141,,
1994,10,alesi,ferrari,13,1:21.206,,
1994,10,alliot,mclaren,14,1:21.498,,
1994,10,martini,minardi,15,1:21.837,,
1994,10,fittipaldi,footwork,16,1:21.873,,
1994,10,cesaris,sauber,17,1:21.946,,
1994,10,bernard,ligier,18,1:22.038,,
1994,10,morbidelli,footwork,19,1:22.311,,
1994,10,alboreto,minardi,20,1:22.379,,
1994,10,comas,larrousse,21,1:22.487,,
1994,10,zanardi,team_lotus,22,1:22.513,,
1994,10,brabham,simtek,23,1:22.614,,
1994,10,herbert,team_lotus,24,1:22.705,,
1994,10,beretta,larrousse,25,1:22.899,,
1994,10,gounon,simtek,26,1:24.191,,
1994,11,barrichello,jordan,1,2:21.163,,
1994,11,michael_schumacher,benetton,2,2:21.494,,
1994,11,damon_hill,williams,3,2:21.681,,
1994,11,irvine,jordan,4,2:22.074,,
1994,11,alesi,ferrari,5,2:22.202,,
1994,11,verstappen,benetton,6,2:22.218,,
1994,11,coulthard,williams,7,2:22.359,,
1994,11,hakkinen,mclaren,8,2:22.441,,
1994,11,frentzen,sauber,9,2:22.634,,
1994,11,martini,minardi,10,2:23.326,,
1994,11,berger,ferrari,11,2:23.895,,
1994,11,blundell,tyrrell,12,2:24.048,,
1994,11,brundle,mclaren,13,2:24.117,,
1994,11,morbidelli,footwork,14,2:25.114,,
1994,11,cesaris,sauber,15,2:25.695,,
1994,11,bernard,ligier,16,2:26.044,,
1994,11,panis,ligier,17,2:26.079,,
1994,11,alboreto,minardi,18,2:26.738,,
1994,11,alliot,larrousse,19,2:26.901,,
1994,11,herbert,team_lotus,20,2:27.155,,
1994,11,brabham,simtek,21,2:27.212,,
1994,11,comas,larrousse,22,2:28.156,,
1994,11,katayama,tyrrell,23,2:28.979,,
1994,11,fittipaldi,footwork,24,2:30.931,,
1994,11,gounon,simtek,25,2:31.755,,
1994,11,adams,team_lotus,26,2:33.885,,
1994,12,alesi,ferrari,1,1:23.844,,
1994,12,berger,ferrari,2,1:23.978,,
1994,12,damon_hill,williams,3,1:24.158,,
1994,12,herbert,team_lotus,4,1:24.374,,
1994,12,coulthard,williams,5,1:24.502,,
1994,12,panis,ligier,6,1:25.455,,
1994,12,hakkinen,mclaren,7,1:25.528,,
1994,12,cesaris,sauber,8,1:25.540,,
1994,12,irvine,jordan,9,1:25.568,,
1994,12,verstappen,benetton,10,1:25.618,,
1994,12,frentzen,sauber,11,1:25.628,,
1994,12,bernard,ligier,12,1:25.718,,
1994,12,zanardi,team_lotus,13,1:25.733,,
1994,12,katayama,tyrrell,14,1:25.889,,
1994,12,brundle,mclaren,15,1:25.933,,
1994,12,barrichello,jordan,16,1:25.946,,
1994,12,morbidelli,footwork,17,1:26.002,,
1994,12,martini,minardi,18,1:26.056,,
1994,12,fittipaldi,footwork,19,1:26.337,,
1994,12,lehto,benetton,20,1:26.384,,
1994,12,blundell,tyrrell,21,1:26.574,,
1994,12,alboreto,minardi,22,1:26.832,,
1994,12,dalmas,larrousse,23,1:27.846,,
1994,12,comas,larrousse,24,1:27.894,,
1994,12,gounon,simtek,25,1:28.353,,
1994,12,brabham,simtek,26,1:28.619,,
1994,13,berger,ferrari,1,1:20.608,,
1994,13,damon_hill,williams,2,1:20.766,,
1994,13,coulthard,williams,3,1:21.033,,
1994,13,hakkinen,mclaren,4,1:21.251,,
1994,13,alesi,ferrari,5,1:21.517,,
1994,13,katayama,tyrrell,6,1:21.590,,
1994,13,brundle,mclaren,7,1:21.656,,
1994,13,barrichello,jordan,8,1:21.796,,
1994,13,frentzen,sauber,9,1:21.921,,
1994,13,verstappen,benetton,10,1:22.000,,
1994,13,fittipaldi,footwork,11,1:22.132,,
1994,13,blundell,tyrrell,12,1:22.288,,
1994,13,irvine,jordan,13,1:22.294,,
1994,13,lehto,benetton,14,1:22.369,,
1994,13,panis,ligier,15,1:22.672,,
1994,13,morbidelli,footwork,16,1:22.756,,
1994,13,cesaris,sauber,17,1:22.885,,
1994,13,martini,minardi,18,1:23.243,,
1994,13,alboreto,minardi,19,1:23.364,,
1994,13,herbert,team_lotus,20,1:23.408,,
1994,13,bernard,ligier,21,1:23.699,,
1994,13,comas,larrousse,22,1:24.192,,
1994,13,dalmas,larrousse,23,1:24.438,,
1994,13,brabham,simtek,24,1:24.514,,
1994,13,adams,team_lotus,25,1:25.313,,
1994,13,gounon,simtek,26,1:25.649,,
1994,14,michael_schumacher,benetton,1,1:22.762,,
1994,14,damon_hill,williams,2,1:22.892,,
1994,14,mansell,williams,3,1:23.392,,
1994,14,frentzen,sauber,4,1:23.431,,
1994,14,barrichello,jordan,5,1:23.455,,
1994,14,berger,ferrari,6,1:23.677,,
1994,14,herbert,ligier,7,1:24.040,,
1994,14,morbidelli,footwork,8,1:24.079,,
1994,14,hakkinen,mclaren,9,1:24.122,,
1994,14,irvine,jordan,10,1:24.157,,
1994,14,panis,ligier,11,1:24.432,,
1994,14,verstappen,benetton,12,1:24.643,,
1994,14,katayama,tyrrell,13,1:24.738,,
1994,14,blundell,tyrrell,14,1:24.770,,
1994,14,brundle,mclaren,15,1:25.110,,
1994,14,alesi,ferrari,16,1:25.182,,
1994,14,martini,minardi,17,1:25.294,,
1994,14,cesaris,sauber,18,1:25.407,,
1994,14,fittipaldi,footwork,19,1:25.427,,
1994,14,alboreto,minardi,20,1:25.511,,
1994,14,zanardi,team_lotus,21,1:25.557,,
1994,14,bernard,team_lotus,22,1:25.595,,
1994,14,comas,larrousse,23,1:26.272,,
1994,14,noda,larrousse,24,1:27.168,,
1994,14,brabham,simtek,25,1:27.201,,
1994,14,schiattarella,simtek,26,1:27.976,,
1994,15,michael_schumacher,benetton,1,1:37.209,,
1994,15,damon_hill,williams,2,1:37.696,,
1994,15,frentzen,sauber,3,1:37.742,,
1994,15,mansell,williams,4,1:37.768,,
1994,15,herbert,benetton,5,1:37.828,,
1994,15,irvine,jordan,6,1:37.880,,
1994,15,alesi,ferrari,7,1:37.907,,
1994,15,hakkinen,mclaren,8,1:37.998,,
1994,15,brundle,mclaren,9,1:38.076,,
1994,15,barrichello,jordan,10,1:38.533,,
1994,15,berger,ferrari,11,1:38.570,,
1994,15,morbidelli,footwork,12,1:39.030,,
1994,15,blundell,tyrrell,13,1:39.266,,
1994,15,katayama,tyrrell,14,1:39.462,,
1994,15,lehto,sauber,15,1:39.483,,
1994,15,martini,minardi,16,1:39.548,,
1994,15,zanardi,team_lotus,17,1:39.721,,
1994,15,fittipaldi,footwork,18,1:39.868,,
1994,15,panis,ligier,19,1:40.042,,
1994,15,lagorce,ligier,20,1:40.577,,
1994,15,alboreto,minardi,21,1:40.652,,
1994,15,comas,larrousse,22,1:40.978,,
1994,15,noda,larrousse,23,1:40.990,,
1994,15,brabham,simtek,24,1:41.659,,
1994,15,salo,team_lotus,25,1:41.805,,
1994,15,inoue,simtek,26,1:45.004,,
1994,16,mansell,williams,1,1:16.179,,
1994,16,michael_schumacher,benetton,2,1:16.197,,
1994,16,damon_hill,williams,3,1:16.830,,
1994,16,hakkinen,mclaren,4,1:16.992,,
1994,16,barrichello,jordan,5,1:17.537,,
1994,16,irvine,jordan,6,1:17.667,,
1994,16,herbert,benetton,7,1:17.727,,
1994,16,alesi,ferrari,8,1:17.801,,
1994,16,brundle,mclaren,9,1:17.950,,
1994,16,frentzen,sauber,10,1:17.962,,
1994,16,berger,ferrari,11,1:18.070,,
1994,16,panis,ligier,12,1:18.072,,
1994,16,blundell,tyrrell,13,1:18.237,,
1994,16,zanardi,team_lotus,14,1:18.331,,
1994,16,katayama,tyrrell,15,1:18.411,,
1994,16,alboreto,minardi,16,1:18.755,,
1994,16,lehto,sauber,17,1:18.806,,
1994,16,martini,minardi,18,1:18.957,,
1994,16,fittipaldi,footwork,19,1:19.061,,
1994,16,lagorce,ligier,20,1:19.153,,
1994,16,morbidelli,footwork,21,1:19.610,,
1994,16,salo,team_lotus,22,1:19.844,,
1994,16,noda,larrousse,23,1:20.145,,
1994,16,brabham,simtek,24,1:20.442,,
1994,16,deletraz,larrousse,25,1:22.422,,
1994,16,schiattarella,simtek,26,1:22.529,,
1995,1,damon_hill,williams,1,1:20.081,,
1995,1,michael_schumacher,benetton,2,1:20.382,,
1995,1,coulthard,williams,3,1:20.422,,
1995,1,herbert,benetton,4,1:20.888,,
1995,1,berger,ferrari,5,1:20.906,,
1995,1,alesi,ferrari,6,1:21.041,,
1995,1,hakkinen,mclaren,7,1:21.399,,
1995,1,irvine,jordan,8,1:21.749,,
1995,1,blundell,mclaren,9,1:21.779,,
1995,1,panis,ligier,10,1:21.914,,
1995,1,katayama,tyrrell,11,1:22.325,,
1995,1,salo,tyrrell,12,1:22.416,,
1995,1,morbidelli,footwork,13,1:22.468,,
1995,1,frentzen,sauber,14,1:22.872,,
1995,1,suzuki,ligier,15,1:22.971,,
1995,1,barrichello,jordan,16,1:22.975,,
1995,1,martini,minardi,17,1:24.383,,
1995,1,badoer,minardi,18,1:24.443,,
1995,1,wendlinger,sauber,19,1:24.723,,
1995,1,gachot,pacific,20,1:25.127,,
1995,1,inoue,footwork,21,1:25.225,,
1995,1,montermini,pacific,22,1:25.886,,
1995,1,moreno,forti,23,1:26.269,,
1995,1,verstappen,simtek,24,1:27.323,,
1995,1,diniz,forti,25,1:27.792,,
1995,1,schiattarella,simtek,26,1:28.106,,
1995,2,coulthard,williams,1,1:53.241,,
1995,2,damon_hill,williams,2,1:54.057,,
1995,2,michael_schumacher,benetton,3,1:54.272,,
1995,2,irvine,jordan,4,1:54.381,,
1995,2,hakkinen,mclaren,5,1:54.529,,
1995,2,alesi,ferrari,6,1:54.637,,
1995,2,salo,tyrrell,7,1:54.757,,
1995,2,berger,ferrari,8,1:55.276,,
1995,2,frentzen,sauber,9,1:55.583,,
1995,2,barrichello,jordan,10,1:56.114,,
1995,2,herbert,benetton,11,1:57.068,,
1995,2,morbidelli,footwork,12,1:57.092,,
1995,2,badoer,minardi,13,1:57.167,,
1995,2,verstappen,simtek,14,1:57.231,,
1995,2,katayama,tyrrell,15,1:57.484,,
1995,2,martini,minardi,16,1:58.066,,
1995,2,blundell,mclaren,17,1:58.660,,
1995,2,panis,ligier,18,1:58.824,,
1995,2,suzuki,ligier,19,1:58.882,,
1995,2,schiattarella,simtek,20,1:59.539,,
1995,2,wendlinger,sauber,21,2:00.751,,
1995,2,montermini,pacific,22,2:01.763,,
1995,2,gachot,pacific,23,2:04.050,,
1995,2,moreno,forti,24,2:04.481,,
1995,2,diniz,forti,25,2:05.932,,
1995,2,inoue,footwork,26,2:07.298,,
1995,3,michael_schumacher,benetton,1,1:27.274,,
1995,3,berger,ferrari,2,1:27.282,,
1995,3,coulthard,williams,3,1:27.459,,
1995,3,damon_hill,williams,4,1:27.512,,
1995,3,alesi,ferrari,5,1:27.813,,
1995,3,hakkinen,mclaren,6,1:28.343,,
1995,3,irvine,jordan,7,1:28.516,,
1995,3,herbert,benetton,8,1:29.350,,
1995,3,mansell,mclaren,9,1:29.517,,
1995,3,barrichello,jordan,10,1:29.551,,
1995,3,morbidelli,footwork,11,1:29.582,,
1995,3,panis,ligier,12,1:30.760,,
1995,3,salo,tyrrell,13,1:31.035,,
1995,3,frentzen,sauber,14,1:31.358,,
1995,3,katayama,tyrrell,15,1:31.630,,
1995,3,suzuki,ligier,16,1:31.913,,
1995,3,verstappen,simtek,17,1:32.156,,
1995,3,martini,minardi,18,1:32.445,,
1995,3,inoue,footwork,19,1:32.710,,
1995,3,badoer,minardi,20,1:33.071,,
1995,3,wendlinger,sauber,21,1:33.494,,
1995,3,gachot,pacific,22,1:33.892,,
1995,3,schiattarella,simtek,23,1:33.965,,
1995,3,montermini,pacific,24,1:35.169,,
1995,3,moreno,forti,25,1:36.065,,
1995,3,diniz,forti,26,1:36.624,,
1995,4,michael_schumacher,benetton,1,1:21.452,,
1995,4,alesi,ferrari,2,1:22.052,,
1995,4,berger,ferrari,3,1:22.071,,
1995,4,coulthard,williams,4,1:22.332,,
1995,4,damon_hill,williams,5,1:22.349,,
1995,4,irvine,jordan,6,1:23.352,,
1995,4,herbert,benetton,7,1:23.536,,
1995,4,barrichello,jordan,8,1:23.705,,
1995,4,hakkinen,mclaren,9,1:23.833,,
1995,4,mansell,mclaren,10,1:23.927,,
1995,4,brundle,ligier,11,1:24.727,,
1995,4,frentzen,sauber,12,1:24.802,,
1995,4,salo,tyrrell,13,1:24.971,,
1995,4,morbidelli,footwork,14,1:25.053,,
1995,4,panis,ligier,15,1:25.204,,
1995,4,verstappen,simtek,16,1:25.827,,
1995,4,katayama,tyrrell,17,1:25.946,,
1995,4,inoue,footwork,18,1:26.059,,
1995,4,martini,minardi,19,1:26.619,,
1995,4,wendlinger,sauber,20,1:27.007,,
1995,4,badoer,minardi,21,1:27.345,,
1995,4,schiattarella,simtek,22,1:27.575,,
1995,4,montermini,pacific,23,1:28.094,,
1995,4,gachot,pacific,24,1:28.598,,
1995,4,moreno,forti,25,1:28.963,,
1995,4,diniz,forti,26,1:29.540,,
1995,5,damon_hill,williams,1,1:21.952,,
1995,5,michael_schumacher,benetton,2,1:22.742,,
1995,5,coulthard,williams,3,1:23.109,,
1995,5,berger,ferrari,4,1:23.220,,
1995,5,alesi,ferrari,5,1:23.754,,
1995,5,hakkinen,mclaren,6,1:23.857,,
1995,5,herbert,benetton,7,1:23.885,,
1995,5,brundle,ligier,8,1:24.447,,
1995,5,irvine,jordan,9,1:24.857,,
1995,5,blundell,mclaren,10,1:24.933,,
1995,5,barrichello,jordan,11,1:25.081,,
1995,5,panis,ligier,12,1:25.125,,
1995,5,morbidelli,footwork,13,1:25.447,,
1995,5,frentzen,sauber,14,1:25.661,,
1995,5,katayama,tyrrell,15,1:25.808,,
1995,5,badoer,minardi,16,1:25.969,,
1995,5,salo,tyrrell,17,1:26.473,,
1995,5,martini,minardi,18,1:26.913,,
1995,5,boullion,sauber,19,1:27.145,,
1995,5,schiattarella,simtek,20,1:28.337,,
1995,5,gachot,pacific,21,1:29.039,,
1995,5,diniz,forti,22,1:29.244,,
1995,5,verstappen,simtek,23,1:29.391,,
1995,5,moreno,forti,24,1:29.608,,
1995,5,montermini,pacific,25,1:30.149,,
1995,5,inoue,footwork,26,1:31.542,,
1995,6,michael_schumacher,benetton,1,1:27.661,,
1995,6,damon_hill,williams,2,1:28.039,,
1995,6,coulthard,williams,3,1:28.091,,
1995,6,berger,ferrari,4,1:28.189,,
1995,6,alesi,ferrari,5,1:28.474,,
1995,6,herbert,benetton,6,1:28.498,,
1995,6,hakkinen,mclaren,7,1:28.910,,
1995,6,irvine,jordan,8,1:29.021,,
1995,6,barrichello,jordan,9,1:29.171,,
1995,6,blundell,mclaren,10,1:29.641,,
1995,6,panis,ligier,11,1:29.809,,
1995,6,frentzen,sauber,12,1:30.017,,
1995,6,morbidelli,footwork,13,1:30.159,,
1995,6,brundle,ligier,14,1:30.255,,
1995,6,salo,tyrrell,15,1:30.657,,
1995,6,katayama,tyrrell,16,1:31.382,,
1995,6,martini,minardi,17,1:31.445,,
1995,6,boullion,sauber,18,1:31.838,,
1995,6,badoer,minardi,19,1:31.853,,
1995,6,gachot,pacific,20,1:32.841,,
1995,6,montermini,pacific,21,1:32.894,,
1995,6,inoue,footwork,22,1:32.995,,
1995,6,moreno,forti,23,1:34.000,,
1995,6,diniz,forti,24,1:34.982,,
1995,7,damon_hill,williams,1,1:17.225,,
1995,7,michael_schumacher,benetton,2,1:17.512,,
1995,7,coulthard,williams,3,1:17.925,,
1995,7,alesi,ferrari,4,1:18.761,,
1995,7,barrichello,jordan,5,1:18.810,,
1995,7,panis,ligier,6,1:19.047,,
1995,7,berger,ferrari,7,1:19.051,,
1995,7,hakkinen,mclaren,8,1:19.238,,
1995,7,brundle,ligier,9,1:19.384,,
1995,7,herbert,benetton,10,1:19.555,,
1995,7,irvine,jordan,11,1:19.845,,
1995,7,frentzen,sauber,12,1:20.309,,
1995,7,blundell,mclaren,13,1:20.527,,
1995,7,salo,tyrrell,14,1:20.796,,
1995,7,boullion,sauber,15,1:20.943,,
1995,7,morbidelli,footwork,16,1:21.076,,
1995,7,badoer,minardi,17,1:21.323,,
1995,7,inoue,footwork,18,1:21.894,,
1995,7,katayama,tyrrell,19,1:21.930,,
1995,7,martini,minardi,20,1:22.104,,
1995,7,montermini,pacific,21,1:23.466,,
1995,7,gachot,pacific,22,1:23.647,,
1995,7,diniz,forti,23,1:24.184,,
1995,7,moreno,forti,24,1:24.865,,
1995,8,damon_hill,williams,1,1:28.124,,
1995,8,michael_schumacher,benetton,2,1:28.397,,
1995,8,coulthard,williams,3,1:28.947,,
1995,8,berger,ferrari,4,1:29.657,,
1995,8,herbert,benetton,5,1:29.867,,
1995,8,alesi,ferrari,6,1:29.874,,
1995,8,irvine,jordan,7,1:30.083,,
1995,8,hakkinen,mclaren,8,1:30.140,,
1995,8,barrichello,jordan,9,1:30.354,,
1995,8,blundell,mclaren,10,1:30.453,,
1995,8,brundle,ligier,11,1:30.946,,
1995,8,frentzen,sauber,12,1:31.602,,
1995,8,panis,ligier,13,1:31.842,,
1995,8,katayama,tyrrell,14,1:32.087,,
